Date,BANKNIFTY06SEP1826900PE O,BANKNIFTY06SEP1826900PE H,BANKNIFTY06SEP1826900PE L,BANKNIFTY06SEP1826900PE C,BANKNIFTY06SEP1826900PE V
9/6/2018 3:15:00 PM,0.05,0.1,0.05,0.05,33520
9/6/2018 2:15:00 PM,0.25,0.3,0.05,0.05,254280
9/6/2018 1:15:00 PM,0.35,0.5,0.2,0.25,328880
9/6/2018 12:15:00 PM,0.35,0.7,0.25,0.35,607920
9/6/2018 11:15:00 AM,0.25,0.35,0.2,0.35,347960
9/6/2018 10:15:00 AM,0.3,0.4,0.25,0.25,553200
9/6/2018 9:15:00 AM,2.15,2.15,0.3,0.3,1601200
9/5/2018 3:15:00 PM,5,5.65,3.8,4.95,558360
9/5/2018 2:15:00 PM,17.05,17.15,4.6,5,3172400
9/5/2018 1:15:00 PM,13.55,20.7,12,17.25,1331400
9/5/2018 12:15:00 PM,12.1,21.35,10.65,13.55,1979400
9/5/2018 11:15:00 AM,6.9,13.25,6.35,12.6,924280
9/5/2018 10:15:00 AM,7.45,9.35,6.25,6.9,422920
9/5/2018 9:15:00 AM,11.45,11.75,5.4,7.45,1419520
9/4/2018 3:15:00 PM,13,13.35,9.35,11.05,207240
9/4/2018 2:15:00 PM,9.9,22.75,9.1,12.7,1060200
9/4/2018 1:15:00 PM,4.65,10.25,4.45,9.9,333520
9/4/2018 12:15:00 PM,4.8,5.5,3.8,4.65,145480
9/4/2018 11:15:00 AM,4.8,5.05,3.8,4.8,80320
9/4/2018 10:15:00 AM,5.35,6.15,4.55,4.8,100840
9/4/2018 9:15:00 AM,2.65,7.95,2.65,5.35,218040
9/3/2018 3:15:00 PM,4.6,5.45,3.85,3.85,35800
9/3/2018 2:15:00 PM,4.1,5.2,3.95,4.6,99720
9/3/2018 1:15:00 PM,4.15,4.45,4,4.1,44600
9/3/2018 12:15:00 PM,4.2,4.5,4.05,4.15,18400
9/3/2018 11:15:00 AM,3.9,4.25,3.7,4.2,24280
9/3/2018 10:15:00 AM,3.8,4,3.7,3.9,14320
9/3/2018 9:15:00 AM,5.4,5.4,3.5,3.8,67240
8/31/2018 3:15:00 PM,5.6,6,5.1,5.4,39760
8/31/2018 2:15:00 PM,5.3,5.9,5.2,5.55,67240
8/31/2018 1:15:00 PM,5.15,5.4,4.85,5.3,27600
8/31/2018 12:15:00 PM,5.2,5.55,4.95,5.15,19920
8/31/2018 11:15:00 AM,5.7,6.05,4.85,5.2,24480
8/31/2018 10:15:00 AM,5.05,6.3,4.9,5.7,43200
8/31/2018 9:15:00 AM,19.25,19.25,4.75,5.05,67200
8/30/2018 3:15:00 PM,7.15,7.2,6.2,6.45,4040
8/30/2018 2:15:00 PM,8.1,8.85,6.55,7.15,8680
8/30/2018 1:15:00 PM,7.95,8.55,7.5,8.1,5760
8/30/2018 12:15:00 PM,7.75,7.95,6.65,7.95,2640
8/30/2018 11:15:00 AM,7.95,8.35,7,7.75,2200
8/30/2018 10:15:00 AM,8.3,9.7,6.25,7.95,7760
8/30/2018 9:15:00 AM,7.45,9.8,7.1,8.3,960
8/24/2018 3:15:00 PM,24,24,24,24,0
8/24/2018 2:15:00 PM,24,24,24,24,0
8/24/2018 1:15:00 PM,24,24,24,24,0
8/24/2018 12:15:00 PM,18,24,18,24,240
