Date,BANKNIFTY06SEP1827900PE O,BANKNIFTY06SEP1827900PE H,BANKNIFTY06SEP1827900PE L,BANKNIFTY06SEP1827900PE C,BANKNIFTY06SEP1827900PE V
9/6/2018 3:15:00 PM,400,427.65,387.1,413,26600
9/6/2018 2:15:00 PM,425.45,428.6,345,392.95,90400
9/6/2018 1:15:00 PM,556.45,569.6,410,425.45,25200
9/6/2018 12:15:00 PM,498,601.65,467.05,556.45,20000
9/6/2018 11:15:00 AM,435,508.2,435,498,8120
9/6/2018 10:15:00 AM,470,484.9,422.45,435,26960
9/6/2018 9:15:00 AM,425.1,564.8,420,470,43560
9/5/2018 3:15:00 PM,461.3,492.7,439.95,489.6,16040
9/5/2018 2:15:00 PM,680.45,680.45,456.15,461.3,31400
9/5/2018 1:15:00 PM,620,699.15,615.9,680.45,10800
9/5/2018 12:15:00 PM,588.05,687.6,579.85,620,58080
9/5/2018 11:15:00 AM,479.1,597,475,588.05,123480
9/5/2018 10:15:00 AM,436.65,483.55,436.65,479.1,28920
9/5/2018 9:15:00 AM,410.6,502,341.55,436.65,107960
9/4/2018 3:15:00 PM,391,396.4,346.9,357.3,59680
9/4/2018 2:15:00 PM,339.05,435.3,327.45,391,211960
9/4/2018 1:15:00 PM,243.5,351,239.5,339.05,309400
9/4/2018 12:15:00 PM,216.3,264,173.5,243.5,475000
9/4/2018 11:15:00 AM,238,244.95,196.55,216.3,202840
9/4/2018 10:15:00 AM,233,258,216,238,274640
9/4/2018 9:15:00 AM,121.9,244.95,105.95,233,1876640
9/3/2018 3:15:00 PM,111.7,135.05,109.15,130.7,740120
9/3/2018 2:15:00 PM,69.4,116,63.7,111.65,3100120
9/3/2018 1:15:00 PM,61.2,71.95,59.2,69.15,1225600
9/3/2018 12:15:00 PM,59.45,67,56.2,60.9,625040
9/3/2018 11:15:00 AM,60.6,62.9,52.75,59.45,549720
9/3/2018 10:15:00 AM,61.95,66.95,58,60.6,581920
9/3/2018 9:15:00 AM,37.3,86.5,35,61.95,1967320
8/31/2018 3:15:00 PM,68.55,75.55,66.9,68.75,352760
8/31/2018 2:15:00 PM,77,85.75,65.25,68.4,954360
8/31/2018 1:15:00 PM,88.4,91.1,69.25,77,829520
8/31/2018 12:15:00 PM,91.8,96.45,85,88.4,645880
8/31/2018 11:15:00 AM,97.85,103,82.7,91.8,915760
8/31/2018 10:15:00 AM,71.3,102.75,70.85,97.25,1467280
8/31/2018 9:15:00 AM,85.9,110.25,60.8,71.3,1655320
8/30/2018 3:15:00 PM,73.15,76.95,68,73.55,245480
8/30/2018 2:15:00 PM,101.15,109.3,69.15,72.85,485080
8/30/2018 1:15:00 PM,102.8,106,89.4,101.15,148040
8/30/2018 12:15:00 PM,86,104.15,76.15,102,129720
8/30/2018 11:15:00 AM,90,91.6,83.95,86,56160
8/30/2018 10:15:00 AM,97.2,99.1,86.45,90,72640
8/30/2018 9:15:00 AM,78.2,104.8,71.3,97.2,217880
8/29/2018 3:15:00 PM,76.4,81.05,73.4,75.15,31000
8/29/2018 2:15:00 PM,64.95,86.7,51.05,76.4,70680
8/29/2018 1:15:00 PM,66.4,72,61.05,64.9,13520
8/29/2018 12:15:00 PM,67.95,71.35,65,66.4,21680
8/29/2018 11:15:00 AM,66.55,74.4,66,67.95,11400
8/29/2018 10:15:00 AM,74.8,74.8,62.8,66.55,29560
8/29/2018 9:15:00 AM,77.15,88.85,64.4,74.8,49960
8/28/2018 3:15:00 PM,74.6,76,70.65,75.05,17640
8/28/2018 2:15:00 PM,95.35,106.45,74.55,75.05,34120
8/28/2018 1:15:00 PM,92.25,104.85,92.25,95.35,22280
8/28/2018 12:15:00 PM,85,94.55,77.55,92.25,25680
8/28/2018 11:15:00 AM,73.95,91.6,72.25,85,15640
8/28/2018 10:15:00 AM,85.6,91.2,70.1,73.95,16840
8/28/2018 9:15:00 AM,50.05,95,50,85.6,43280
8/27/2018 3:15:00 PM,78.65,79,68.8,71.6,20760
8/27/2018 2:15:00 PM,81.3,84,77.95,78.65,31440
8/27/2018 1:15:00 PM,79.7,86.2,77,81.3,7640
8/27/2018 12:15:00 PM,79.95,82.95,75.5,79.7,7520
8/27/2018 11:15:00 AM,82.9,85.85,79.8,79.95,9280
8/27/2018 10:15:00 AM,95,96.5,82.55,82.9,25760
8/27/2018 9:15:00 AM,140.7,140.7,86.05,95,21920
8/24/2018 3:15:00 PM,220.1,220.1,213,215,1000
8/24/2018 2:15:00 PM,220.4,233.7,211.2,220.1,1840
8/24/2018 1:15:00 PM,218.75,224.25,202.35,220.4,1640
8/24/2018 12:15:00 PM,211.05,241.25,210.75,218.75,2880
8/24/2018 11:15:00 AM,207.4,212.15,189.3,211.05,5120
8/24/2018 10:15:00 AM,139.85,207.4,139.85,207.4,5280
8/24/2018 9:15:00 AM,165.35,165.35,125.55,139.85,2120
8/23/2018 3:15:00 PM,186.3,186.3,154.95,154.95,120
8/23/2018 2:15:00 PM,174.75,186.3,148,186.3,280
8/23/2018 1:15:00 PM,155,200.8,155,174.75,240
8/23/2018 12:15:00 PM,136.9,155,136.9,155,80
