Date,BANKNIFTY06SEP1827700CE O,BANKNIFTY06SEP1827700CE H,BANKNIFTY06SEP1827700CE L,BANKNIFTY06SEP1827700CE C,BANKNIFTY06SEP1827700CE V
9/6/2018 3:15:00 PM,0.1,0.1,0.05,0.05,233320
9/6/2018 2:15:00 PM,0.55,1.2,0.05,0.1,6932440
9/6/2018 1:15:00 PM,0.45,1.4,0.35,0.6,4022600
9/6/2018 12:15:00 PM,0.65,0.8,0.35,0.45,4463680
9/6/2018 11:15:00 AM,1.65,1.65,0.6,0.65,5822560
9/6/2018 10:15:00 AM,1.3,2.4,1.1,1.65,3609200
9/6/2018 9:15:00 AM,7.2,7.35,0.85,1.35,9981600
9/5/2018 3:15:00 PM,14.15,17.35,9,9.3,1180560
9/5/2018 2:15:00 PM,5.3,17.15,5.1,14.4,5749160
9/5/2018 1:15:00 PM,8,8.7,5.05,5.25,2249960
9/5/2018 12:15:00 PM,9.35,10,6.35,8,4093920
9/5/2018 11:15:00 AM,14.9,15.65,8.65,9.4,4050000
9/5/2018 10:15:00 AM,20.75,21.4,14.7,14.85,2407680
9/5/2018 9:15:00 AM,42,53.25,13.7,20.6,6320600
9/4/2018 3:15:00 PM,46.85,55.65,45.1,51,927200
9/4/2018 2:15:00 PM,63.2,66.1,39.4,47.25,4175720
9/4/2018 1:15:00 PM,101.65,104.95,60.35,63.35,2652760
9/4/2018 12:15:00 PM,127.45,152.45,89,100.8,1768720
9/4/2018 11:15:00 AM,114.4,136.7,108.05,127.45,1039280
9/4/2018 10:15:00 AM,117.25,129.9,101.15,114.4,994640
9/4/2018 9:15:00 AM,252.25,301.5,112.2,117.75,1137600
9/3/2018 3:15:00 PM,298.1,300.9,249.5,254,25200
9/3/2018 2:15:00 PM,394.8,406.75,290.8,298.1,14360
9/3/2018 1:15:00 PM,418.85,427,386.4,394.8,4560
9/3/2018 12:15:00 PM,435.1,438.85,404.5,418.85,8720
9/3/2018 11:15:00 AM,438,456,432.6,435.1,5960
9/3/2018 10:15:00 AM,446.4,446.4,427.6,438,1200
9/3/2018 9:15:00 AM,503.15,503.15,404.15,446.4,11200
8/31/2018 3:15:00 PM,481.95,482.95,468.25,472,5480
8/31/2018 2:15:00 PM,468.2,487.15,434.35,481.95,8680
8/31/2018 1:15:00 PM,437,475,424.8,468.2,3640
8/31/2018 12:15:00 PM,434.15,440.3,417.45,437,2000
8/31/2018 11:15:00 AM,418.15,443.35,408.9,434.15,2440
8/31/2018 10:15:00 AM,524.7,524.7,409.65,418.05,10560
8/31/2018 9:15:00 AM,448.45,545.95,434.4,524.7,6240
8/30/2018 3:15:00 PM,507,509.45,497.75,500,920
8/30/2018 2:15:00 PM,435.9,507,430,507,3360
8/30/2018 1:15:00 PM,422.75,464.2,422.75,435.9,400
8/30/2018 12:15:00 PM,482.55,511.4,422.75,422.75,920
8/30/2018 11:15:00 AM,455,482.55,455,482.55,320
8/30/2018 10:15:00 AM,450,459.5,450,455,160
8/30/2018 9:15:00 AM,500,500,445.4,450,1520
8/29/2018 3:15:00 PM,600,616.5,600,609.45,120
8/28/2018 3:15:00 PM,620,683.85,620,677.55,80
8/28/2018 2:15:00 PM,572,620,556.5,620,480
8/28/2018 1:15:00 PM,565.05,572,555.05,572,280
8/28/2018 12:15:00 PM,550.05,599.95,550.05,565.05,320
8/28/2018 11:15:00 AM,616,616,550.05,550.05,200
8/28/2018 10:15:00 AM,579.95,616,579.95,616,80
8/28/2018 9:15:00 AM,575.9,579.95,550.05,579.95,160
8/27/2018 3:15:00 PM,624.55,624.55,624.55,624.55,0
8/27/2018 2:15:00 PM,646.3,646.3,624.55,624.55,40
8/27/2018 1:15:00 PM,640,646.5,639.95,646.3,760
8/27/2018 12:15:00 PM,610.45,640,610.45,640,200
8/27/2018 11:15:00 AM,610.45,610.45,610.45,610.45,0
8/27/2018 10:15:00 AM,590.15,610.45,590.15,610.45,240
8/27/2018 9:15:00 AM,569.9,604.05,569.9,590.15,520
8/24/2018 3:15:00 PM,381.35,381.35,381.35,381.35,0
8/24/2018 2:15:00 PM,377.3,384.8,359.75,381.35,280
8/24/2018 1:15:00 PM,386.7,386.7,377.3,377.3,80
8/24/2018 12:15:00 PM,417.1,417.1,359.6,386.7,720
8/24/2018 11:15:00 AM,415,434.4,415,417.1,520
8/24/2018 10:15:00 AM,467.3,467.3,415,415,120
