Date,BANKNIFTY06SEP1828300PE O,BANKNIFTY06SEP1828300PE H,BANKNIFTY06SEP1828300PE L,BANKNIFTY06SEP1828300PE C,BANKNIFTY06SEP1828300PE V
9/6/2018 3:15:00 PM,804,834.95,804,810,6360
9/6/2018 2:15:00 PM,831.45,838.6,761.05,804,5200
9/6/2018 1:15:00 PM,967.05,967.05,817.95,831.45,6560
9/6/2018 12:15:00 PM,893,1004,880.45,967.05,7880
9/6/2018 11:15:00 AM,830,902.2,830,893,920
9/6/2018 10:15:00 AM,862.7,862.7,830,830,440
9/6/2018 9:15:00 AM,877,974.4,814.2,862.7,12920
9/5/2018 3:15:00 PM,847.5,890.55,847.5,889.2,920
9/5/2018 2:15:00 PM,1076.8,1076.8,826.8,847.5,7440
9/5/2018 1:15:00 PM,998.9,1092,998.9,1076.8,5520
9/5/2018 12:15:00 PM,981.3,1085.65,981.3,998.9,5720
9/5/2018 11:15:00 AM,863.75,987.05,863.75,981.3,2880
9/5/2018 10:15:00 AM,824.75,868.85,824.75,863.75,1960
9/5/2018 9:15:00 AM,838.95,897.7,732.95,824.75,3840
9/4/2018 3:15:00 PM,771.1,783.6,733,741,2960
9/4/2018 2:15:00 PM,711.75,822,708.15,771.1,60040
9/4/2018 1:15:00 PM,599.35,731.15,599.35,711.75,16600
9/4/2018 12:15:00 PM,566.75,625.05,513.1,599.35,14680
9/4/2018 11:15:00 AM,595,601.1,542.1,566.75,6440
9/4/2018 10:15:00 AM,576.2,614.95,562.5,595,14680
9/4/2018 9:15:00 AM,414.3,598.15,335,576.2,54320
9/3/2018 3:15:00 PM,362.55,411.8,361.5,404.6,43040
9/3/2018 2:15:00 PM,267.1,371.15,255.45,362.55,145200
9/3/2018 1:15:00 PM,250.35,277.35,244.3,267.1,64080
9/3/2018 12:15:00 PM,242.1,265.75,236.85,250.35,42840
9/3/2018 11:15:00 AM,240,250,222.55,242.1,51800
9/3/2018 10:15:00 AM,241.8,256,234.4,240,33760
9/3/2018 9:15:00 AM,213.15,289.95,213.15,241.8,139840
8/31/2018 3:15:00 PM,230.45,244.7,228.5,234,45800
8/31/2018 2:15:00 PM,250,272,224.55,230.45,87920
8/31/2018 1:15:00 PM,275.85,283,231.25,250,53040
8/31/2018 12:15:00 PM,280.6,292.75,263.4,275.85,50000
8/31/2018 11:15:00 AM,291,304.5,261,280.6,49200
8/31/2018 10:15:00 AM,224.55,300.95,224.45,295.3,141040
8/31/2018 9:15:00 AM,280.4,299.05,192.7,224.55,234960
8/30/2018 3:15:00 PM,225.65,234.65,221,233,44360
8/30/2018 2:15:00 PM,285.35,304.35,218.8,225.65,68280
8/30/2018 1:15:00 PM,293.25,297.35,261.25,285.35,38920
8/30/2018 12:15:00 PM,250.25,297.6,226.95,293.25,50200
8/30/2018 11:15:00 AM,260.95,265.65,247.95,250.25,20560
8/30/2018 10:15:00 AM,275.9,278.25,253.4,260.95,36640
8/30/2018 9:15:00 AM,199.6,289,199.6,275.9,140480
8/29/2018 3:15:00 PM,200.1,210,195.55,200.9,27680
8/29/2018 2:15:00 PM,171.25,221.9,139.25,200.1,133040
8/29/2018 1:15:00 PM,175,188.9,160.6,171.25,34920
8/29/2018 12:15:00 PM,181.85,185,170.6,175,16880
8/29/2018 11:15:00 AM,170.5,190.1,170.5,181.85,29520
8/29/2018 10:15:00 AM,187.6,189.9,159.35,170.5,86880
8/29/2018 9:15:00 AM,261.7,261.7,163.15,187.6,31080
8/28/2018 3:15:00 PM,182.35,185.5,171.15,184.75,18120
8/28/2018 2:15:00 PM,241.75,256,182.35,182.35,22800
8/28/2018 1:15:00 PM,242.6,260,234.75,241.8,6800
8/28/2018 12:15:00 PM,235.45,244.75,215.35,242.6,5240
8/28/2018 11:15:00 AM,210.05,247.45,207.3,235.45,8760
8/28/2018 10:15:00 AM,230.5,240.05,196.4,210.05,9480
8/28/2018 9:15:00 AM,158.15,255.25,142.1,230.5,37840
8/27/2018 3:15:00 PM,210.6,212.75,191.9,198.65,5880
8/27/2018 2:15:00 PM,215.7,222.1,210,210.6,7840
8/27/2018 1:15:00 PM,209.85,226.5,204.55,215.7,5840
8/27/2018 12:15:00 PM,216,220.7,202.45,209.85,6400
8/27/2018 11:15:00 AM,223,263.75,214,216,7120
8/27/2018 10:15:00 AM,243,245.35,223,223,5240
8/27/2018 9:15:00 AM,251,251,221.9,243,4760
8/24/2018 3:15:00 PM,455,455,455,455,0
8/24/2018 2:15:00 PM,448,455,448,455,40
8/24/2018 1:15:00 PM,465.4,465.4,448,448,40
8/24/2018 12:15:00 PM,421.15,465.4,421.15,465.4,200
8/24/2018 11:15:00 AM,380.25,421.15,380.25,421.15,200
8/24/2018 10:15:00 AM,356.1,380.65,356.1,380.25,360
8/23/2018 3:15:00 PM,347.2,347.2,327.45,328.35,120
8/23/2018 2:15:00 PM,363.05,363.05,334.5,347.2,80
8/23/2018 1:15:00 PM,363.05,363.05,363.05,363.05,0
8/23/2018 12:15:00 PM,363.05,363.05,363.05,363.05,40
8/21/2018 3:15:00 PM,320.05,320.05,320.05,320.05,0
8/21/2018 2:15:00 PM,320.05,320.05,320.05,320.05,0
8/21/2018 1:15:00 PM,320.05,320.05,320.05,320.05,0
8/21/2018 12:15:00 PM,320.05,320.05,320.05,320.05,0
8/21/2018 11:15:00 AM,336,336,320.05,320.05,40
8/21/2018 10:15:00 AM,336,336,336,336,0
8/21/2018 9:15:00 AM,336,336,336,336,40
