Date,BANKNIFTY06SEP1828700CE O,BANKNIFTY06SEP1828700CE H,BANKNIFTY06SEP1828700CE L,BANKNIFTY06SEP1828700CE C,BANKNIFTY06SEP1828700CE V
9/6/2018 3:15:00 PM,0.05,0.1,0.05,0.05,3960
9/6/2018 2:15:00 PM,0.05,0.1,0.05,0.05,9400
9/6/2018 1:15:00 PM,0.05,0.1,0.05,0.05,14600
9/6/2018 12:15:00 PM,0.05,0.1,0.05,0.05,9160
9/6/2018 11:15:00 AM,0.05,0.1,0.05,0.05,4600
9/6/2018 10:15:00 AM,0.05,0.1,0.05,0.05,4800
9/6/2018 9:15:00 AM,0.2,0.25,0.05,0.05,23840
9/5/2018 3:15:00 PM,1.35,1.4,1.05,1.05,33480
9/5/2018 2:15:00 PM,1.05,1.35,1,1.35,109720
9/5/2018 1:15:00 PM,1.1,1.15,1.05,1.05,20640
9/5/2018 12:15:00 PM,1.05,1.1,1,1.1,48920
9/5/2018 11:15:00 AM,1,1.15,1,1.05,51200
9/5/2018 10:15:00 AM,0.95,1.1,0.9,1,131400
9/5/2018 9:15:00 AM,0.9,1,0.85,0.95,217480
9/4/2018 3:15:00 PM,1.9,1.95,1.5,1.65,104800
9/4/2018 2:15:00 PM,1.75,2,1.65,1.85,352600
9/4/2018 1:15:00 PM,1.95,1.95,1.75,1.75,137480
9/4/2018 12:15:00 PM,2,2.3,1.85,1.95,84680
9/4/2018 11:15:00 AM,2.1,2.35,2,2,83840
9/4/2018 10:15:00 AM,2.1,2.25,1.95,2.1,151640
9/4/2018 9:15:00 AM,2.15,3.95,2.05,2.1,641880
9/3/2018 3:15:00 PM,4.4,4.5,3.1,3.15,296920
9/3/2018 2:15:00 PM,6.25,6.6,4.4,4.4,667720
9/3/2018 1:15:00 PM,7.75,8.3,6,6.25,330520
9/3/2018 12:15:00 PM,8.5,8.8,6.95,7.75,211560
9/3/2018 11:15:00 AM,9.6,10.35,8.4,8.5,164320
9/3/2018 10:15:00 AM,10.15,10.35,8.9,9.6,229840
9/3/2018 9:15:00 AM,18.85,20.65,9.4,10.15,721960
8/31/2018 3:15:00 PM,16.1,16.35,14.2,14.5,173480
8/31/2018 2:15:00 PM,15.6,17.2,14.25,16.1,250080
8/31/2018 1:15:00 PM,13.65,17.8,13.65,15.6,217040
8/31/2018 12:15:00 PM,13.9,14.55,12.95,13.65,142640
8/31/2018 11:15:00 AM,13,15,11.85,13.9,236280
8/31/2018 10:15:00 AM,21,21.45,12,13,446120
8/31/2018 9:15:00 AM,15.25,25,14.45,21,710680
8/30/2018 3:15:00 PM,24.6,25.25,22.4,22.5,165480
