Date,BANKNIFTY06SEP1826700CE O,BANKNIFTY06SEP1826700CE H,BANKNIFTY06SEP1826700CE L,BANKNIFTY06SEP1826700CE C,BANKNIFTY06SEP1826700CE V
9/6/2018 3:15:00 PM,796.75,796.75,796.75,796.75,0
9/6/2018 2:15:00 PM,618.2,813.35,618.2,796.75,160
9/6/2018 1:15:00 PM,642.6,642.6,618.2,618.2,40
9/6/2018 12:15:00 PM,685,685,642.6,642.6,40
9/6/2018 11:15:00 AM,693.2,693.2,685,685,160
9/6/2018 10:15:00 AM,640.3,693.2,640.3,693.2,40
9/6/2018 9:15:00 AM,665.05,700,640.3,640.3,400
9/5/2018 3:15:00 PM,720,720,720,720,320
