Date,BANKNIFTY06SEP1828200CE O,BANKNIFTY06SEP1828200CE H,BANKNIFTY06SEP1828200CE L,BANKNIFTY06SEP1828200CE C,BANKNIFTY06SEP1828200CE V
9/6/2018 3:15:00 PM,0.05,0.1,0.05,0.05,57840
9/6/2018 2:15:00 PM,0.1,0.15,0.05,0.05,117000
9/6/2018 1:15:00 PM,0.1,0.2,0.1,0.1,75800
9/6/2018 12:15:00 PM,0.15,0.15,0.1,0.1,51560
9/6/2018 11:15:00 AM,0.1,0.15,0.1,0.15,38000
9/6/2018 10:15:00 AM,0.1,0.15,0.1,0.1,68920
9/6/2018 9:15:00 AM,0.75,0.8,0.1,0.1,513880
9/5/2018 3:15:00 PM,2.65,2.9,1.8,1.9,244120
9/5/2018 2:15:00 PM,2.55,3,2.35,2.65,533160
9/5/2018 1:15:00 PM,2.6,2.8,2.45,2.55,255240
9/5/2018 12:15:00 PM,2.45,2.85,2.2,2.6,281120
9/5/2018 11:15:00 AM,2.55,2.65,2.3,2.4,403800
9/5/2018 10:15:00 AM,2.9,3,2.55,2.55,346760
9/5/2018 9:15:00 AM,2.55,4.85,2.45,2.9,1380760
9/4/2018 3:15:00 PM,6.1,6.6,5.5,5.6,398920
9/4/2018 2:15:00 PM,7.1,7.3,5.75,6.25,1578240
9/4/2018 1:15:00 PM,9.05,9.75,6.9,7.1,1382040
9/4/2018 12:15:00 PM,11,12.9,8,9.05,1665600
9/4/2018 11:15:00 AM,10.3,12,9.2,11.05,768480
9/4/2018 10:15:00 AM,9.55,10.75,8.7,10.3,1182360
9/4/2018 9:15:00 AM,55,55,8.6,9.55,3962200
9/3/2018 3:15:00 PM,52.65,53.75,37.75,38.3,1145160
9/3/2018 2:15:00 PM,92,96,50.45,52.75,3216720
9/3/2018 1:15:00 PM,104.45,106.7,87.3,92.25,1374560
9/3/2018 12:15:00 PM,111.45,113.8,93.4,104.45,997720
9/3/2018 11:15:00 AM,116.35,125,107.85,111.45,910160
9/3/2018 10:15:00 AM,117,118.7,107.1,116,739440
9/3/2018 9:15:00 AM,155,156.6,99.4,117,2401440
8/31/2018 3:15:00 PM,139.45,141,132.25,138.05,423040
8/31/2018 2:15:00 PM,133.6,143,119.25,139.6,1193640
8/31/2018 1:15:00 PM,118.9,144.85,117,133.65,828840
8/31/2018 12:15:00 PM,117.3,125,109.65,118.9,672920
8/31/2018 11:15:00 AM,111.25,126.95,104.1,117.3,976760
8/31/2018 10:15:00 AM,160.2,162,108,112.35,1344600
8/31/2018 9:15:00 AM,137.25,180.65,116.9,161,1950960
8/30/2018 3:15:00 PM,150.1,152.95,147.9,149.5,266520
8/30/2018 2:15:00 PM,121.75,151.5,116.5,150.2,525280
8/30/2018 1:15:00 PM,120.05,138.4,119,121.35,241120
8/30/2018 12:15:00 PM,147.4,163,116.55,120,318840
8/30/2018 11:15:00 AM,141.1,148.75,137.65,147.4,138400
8/30/2018 10:15:00 AM,128.65,143.6,126.05,141.1,226160
8/30/2018 9:15:00 AM,242,247.45,117.75,127.75,558080
8/29/2018 3:15:00 PM,239.95,242.7,225.8,236.5,18120
8/29/2018 2:15:00 PM,294.9,325.7,214.6,239.95,61080
8/29/2018 1:15:00 PM,285,305.55,269.1,294.9,14840
8/29/2018 12:15:00 PM,275.25,291.75,273.45,285,4720
8/29/2018 11:15:00 AM,288,288,258.9,275.25,9280
8/29/2018 10:15:00 AM,285.25,307.95,278.9,288,18800
8/29/2018 9:15:00 AM,267.9,313.75,224.5,285.25,30080
8/28/2018 3:15:00 PM,286,290.2,278.1,278.1,13920
8/28/2018 2:15:00 PM,221.75,288.4,209.05,286,45240
8/28/2018 1:15:00 PM,214.8,224.9,208.5,221.75,16320
8/28/2018 12:15:00 PM,214,232,210.65,214.8,13520
8/28/2018 11:15:00 AM,239.8,242.15,202,214,35360
8/28/2018 10:15:00 AM,220.05,247.25,211.75,239.8,64200
8/28/2018 9:15:00 AM,305,470.45,197.15,220.05,59640
8/27/2018 3:15:00 PM,252.7,276.3,252.6,269.95,12720
8/27/2018 2:15:00 PM,259.95,263.65,250,252.7,13160
8/27/2018 1:15:00 PM,270.7,277.15,252.65,259.95,10000
8/27/2018 12:15:00 PM,262.1,276.55,256.4,270.7,6040
8/27/2018 11:15:00 AM,251.2,265,248,262.1,11720
8/27/2018 10:15:00 AM,236.9,259.95,235.35,251.2,9760
8/27/2018 9:15:00 AM,168,250,168,236.9,46240
8/24/2018 3:15:00 PM,132.5,137.95,132.3,132.85,3080
8/24/2018 2:15:00 PM,134.95,135.95,121.85,132.5,9800
8/24/2018 1:15:00 PM,133.1,149.6,123.3,134.95,10640
8/24/2018 12:15:00 PM,137.9,146.35,125.45,133.1,25480
8/24/2018 11:15:00 AM,151,160,137.9,137.9,4080
8/24/2018 10:15:00 AM,215,215,150.1,150.1,5880
8/24/2018 9:15:00 AM,236.25,248.4,181.75,215,8320
8/23/2018 3:15:00 PM,213.9,224.95,213.9,220.15,240
8/23/2018 2:15:00 PM,205.6,223.85,204.35,213.9,1200
8/23/2018 1:15:00 PM,220.85,220.85,191.05,205.6,1280
8/23/2018 12:15:00 PM,242,242.9,217.7,220.85,1120
8/23/2018 11:15:00 AM,236.7,243.9,234.75,242,640
8/23/2018 10:15:00 AM,250,323.75,235.65,236.7,680
8/23/2018 9:15:00 AM,289.25,294.15,250,250,1600
8/21/2018 3:15:00 PM,343.5,343.5,343.5,343.5,0
8/21/2018 2:15:00 PM,343.5,343.5,343.5,343.5,0
8/21/2018 1:15:00 PM,315.2,343.5,315.2,343.5,80
8/21/2018 12:15:00 PM,315.2,315.2,315.2,315.2,0
8/21/2018 11:15:00 AM,338.35,338.35,315,315.2,200
