Date,BANKNIFTY06SEP1827100CE O,BANKNIFTY06SEP1827100CE H,BANKNIFTY06SEP1827100CE L,BANKNIFTY06SEP1827100CE C,BANKNIFTY06SEP1827100CE V
9/6/2018 3:15:00 PM,367.5,377.6,333.7,345.95,19080
9/6/2018 2:15:00 PM,345.45,424.05,333.6,369.25,87160
9/6/2018 1:15:00 PM,210.75,366.2,196.6,345.45,327600
9/6/2018 12:15:00 PM,272.15,304.2,166.9,214.45,195400
9/6/2018 11:15:00 AM,330.15,338.4,259.7,272.15,39880
9/6/2018 10:15:00 AM,299.8,347.15,284.05,330.15,27080
9/6/2018 9:15:00 AM,356,362.5,208.55,299.8,191120
9/5/2018 3:15:00 PM,327.8,356.2,297.65,300.35,30480
9/5/2018 2:15:00 PM,147.6,339.95,147.6,331,391720
9/5/2018 1:15:00 PM,192.2,203.6,133.85,147.6,345040
9/5/2018 12:15:00 PM,229.4,229.4,141.65,192.2,347880
9/5/2018 11:15:00 AM,321.6,321.6,216,229.45,75000
9/5/2018 10:15:00 AM,360,360,312.95,321.6,3240
9/5/2018 9:15:00 AM,381.25,455.15,301.75,360,11400
9/4/2018 3:15:00 PM,460.7,460.7,445,450,280
9/4/2018 2:15:00 PM,499,499,460.7,460.7,40
9/4/2018 1:15:00 PM,495,499,495,499,280
8/31/2018 3:15:00 PM,985.75,985.75,985.75,985.75,0
8/31/2018 2:15:00 PM,985.75,985.75,985.75,985.75,40
