Date,BANKNIFTY06SEP1827400CE O,BANKNIFTY06SEP1827400CE H,BANKNIFTY06SEP1827400CE L,BANKNIFTY06SEP1827400CE C,BANKNIFTY06SEP1827400CE V
9/6/2018 3:15:00 PM,64.5,70,48,54.95,1630680
9/6/2018 2:15:00 PM,62,121.4,50.05,65.55,11207160
9/6/2018 1:15:00 PM,11.4,76,7.5,61.35,20528400
9/6/2018 12:15:00 PM,38,48.45,6.5,11.55,14276200
9/6/2018 11:15:00 AM,69,73.4,30.95,37.8,5540440
9/6/2018 10:15:00 AM,55.35,82.65,47,68.6,3847360
9/6/2018 9:15:00 AM,104.75,107.85,28.95,55.2,9931680
9/5/2018 3:15:00 PM,100.1,116.5,77.1,82,1444720
9/5/2018 2:15:00 PM,27.8,108.85,27.55,100,7807360
9/5/2018 1:15:00 PM,43.05,46.2,23.65,27.8,3250440
9/5/2018 12:15:00 PM,56.05,57,29,42.7,4903080
9/5/2018 11:15:00 AM,99.8,103.75,50.1,56.3,3300280
9/5/2018 10:15:00 AM,125.6,127.5,96.5,99.8,1176440
9/5/2018 9:15:00 AM,150,211.4,93,125.6,1815400
9/4/2018 3:15:00 PM,184.5,212.95,180.4,212.95,124960
9/4/2018 2:15:00 PM,222,231.35,161.75,183.1,393400
9/4/2018 1:15:00 PM,305.05,305.45,212.95,222,74720
9/4/2018 12:15:00 PM,344,382.15,286.05,305.05,9680
9/4/2018 11:15:00 AM,313.95,359.4,310,344,6160
9/4/2018 10:15:00 AM,317.5,341.2,296.55,313.95,9360
9/4/2018 9:15:00 AM,471.95,471.95,314,317.5,6080
9/3/2018 3:15:00 PM,653.55,653.55,510,510,80
9/3/2018 2:15:00 PM,700.35,700.35,653.55,653.55,40
9/3/2018 1:15:00 PM,684.3,700.35,684.3,700.35,40
9/3/2018 12:15:00 PM,695,695,684.3,684.3,80
9/3/2018 11:15:00 AM,695,695,695,695,0
9/3/2018 10:15:00 AM,695,695,695,695,0
9/3/2018 9:15:00 AM,682.85,695,682.85,695,80
8/31/2018 3:15:00 PM,738.25,738.25,738.25,738.25,0
8/31/2018 2:15:00 PM,738.55,738.55,738.25,738.25,40
8/31/2018 1:15:00 PM,704.45,738.55,704.45,738.55,160
8/31/2018 12:15:00 PM,704.45,704.45,704.45,704.45,0
8/31/2018 11:15:00 AM,724.85,724.85,675.25,704.45,400
8/31/2018 10:15:00 AM,787.6,787.6,724.85,724.85,120
8/31/2018 9:15:00 AM,780,830.35,780,787.6,200
8/30/2018 3:15:00 PM,753.5,753.5,753.5,753.5,0
8/30/2018 2:15:00 PM,767.3,767.3,753.5,753.5,40
8/30/2018 1:15:00 PM,767.3,767.3,767.3,767.3,0
8/30/2018 12:15:00 PM,751.9,767.3,751.9,767.3,80
8/30/2018 11:15:00 AM,735.8,764.4,719.1,751.9,200
