Date,BANKNIFTY06SEP1827200CE O,BANKNIFTY06SEP1827200CE H,BANKNIFTY06SEP1827200CE L,BANKNIFTY06SEP1827200CE C,BANKNIFTY06SEP1827200CE V
9/6/2018 3:15:00 PM,272.55,272.75,231.15,245,102960
9/6/2018 2:15:00 PM,245.4,325.6,230.6,272.85,423200
9/6/2018 1:15:00 PM,118.3,265,103.3,245.4,1703640
9/6/2018 12:15:00 PM,181.9,206.05,78.05,118.15,1501480
9/6/2018 11:15:00 AM,232.75,240.75,164.6,181.9,213680
9/6/2018 10:15:00 AM,201,250,187.45,232.75,159360
9/6/2018 9:15:00 AM,240.15,260.8,124.7,202,764600
9/5/2018 3:15:00 PM,242.25,269.2,210.1,210.65,159080
9/5/2018 2:15:00 PM,89.9,252.4,89.9,244.65,2072480
9/5/2018 1:15:00 PM,123,131,78.55,89.9,1306480
9/5/2018 12:15:00 PM,154.4,155.85,86.15,123,1688160
9/5/2018 11:15:00 AM,236,239.35,144.05,154.15,373080
9/5/2018 10:15:00 AM,273.1,273.55,228.15,236,70480
9/5/2018 9:15:00 AM,255,372.4,219.35,273.1,113520
9/4/2018 3:15:00 PM,338.35,372.9,331.2,364.65,4000
9/4/2018 2:15:00 PM,385,385,311.95,338.35,21280
9/4/2018 1:15:00 PM,490.05,490.05,375.25,385,2560
9/4/2018 12:15:00 PM,531.55,566.95,490.05,490.05,1120
9/4/2018 11:15:00 AM,496.25,541.5,486.65,531.55,3040
9/4/2018 10:15:00 AM,502.35,522.35,478,496.25,1240
9/4/2018 9:15:00 AM,642.75,659.1,500.45,502.35,2720
9/3/2018 3:15:00 PM,701.95,701.95,701.95,701.95,40
8/30/2018 3:15:00 PM,921,921,921,921,0
8/30/2018 2:15:00 PM,921,921,921,921,0
8/30/2018 1:15:00 PM,921,921,921,921,0
8/30/2018 12:15:00 PM,917.25,921,917.25,921,40
8/30/2018 11:15:00 AM,917.25,917.25,917.25,917.25,0
8/30/2018 10:15:00 AM,896.55,920,885,917.25,840
8/29/2018 3:15:00 PM,1118,1118,1118,1118,0
8/29/2018 2:15:00 PM,1118,1118,1118,1118,0
8/29/2018 1:15:00 PM,1118,1118,1118,1118,0
8/29/2018 12:15:00 PM,1118,1118,1118,1118,0
8/29/2018 11:15:00 AM,1115,1118,1115,1118,80
