Date,BANKNIFTY06SEP1827500CE O,BANKNIFTY06SEP1827500CE H,BANKNIFTY06SEP1827500CE L,BANKNIFTY06SEP1827500CE C,BANKNIFTY06SEP1827500CE V
9/6/2018 3:15:00 PM,0.8,1.45,0.05,0.05,4767480
9/6/2018 2:15:00 PM,15.3,37,0.9,0.95,34544160
9/6/2018 1:15:00 PM,3.1,24.05,1.55,15.35,20978120
9/6/2018 12:15:00 PM,11.75,15.9,1.8,3.15,13701720
9/6/2018 11:15:00 AM,26.65,28.9,9.7,11.8,9199000
9/6/2018 10:15:00 AM,21.4,34.35,17.45,26.35,6837240
9/6/2018 9:15:00 AM,51.4,61.05,10.8,21.3,18430160
9/5/2018 3:15:00 PM,57.4,68.1,42,44.3,2101920
9/5/2018 2:15:00 PM,14.55,63.6,14.3,57.45,9922440
9/5/2018 1:15:00 PM,23.95,25.5,13.1,14.55,4355120
9/5/2018 12:15:00 PM,31.05,31.6,16.5,23.35,5810600
9/5/2018 11:15:00 AM,57.45,59.5,27.8,31.15,5385600
9/5/2018 10:15:00 AM,75.8,76.6,55.7,57.45,2790280
9/5/2018 9:15:00 AM,100,144.95,53,75.5,5607200
9/4/2018 3:15:00 PM,125,146,121.9,142,422240
9/4/2018 2:15:00 PM,158,162.95,107.8,124.6,1384480
9/4/2018 1:15:00 PM,224.1,228.85,148.65,157.5,539760
9/4/2018 12:15:00 PM,259.6,299.85,205,224.1,161280
9/4/2018 11:15:00 AM,238.7,274.55,229.8,259.6,86840
9/4/2018 10:15:00 AM,244.3,260.55,218.3,238.7,109240
9/4/2018 9:15:00 AM,396.15,456.1,235,244.3,99120
9/3/2018 3:15:00 PM,456.6,460.05,406.4,412.3,6120
9/3/2018 2:15:00 PM,574.4,583.55,454.3,456.6,13120
9/3/2018 1:15:00 PM,603,609,566.85,574.4,3840
9/3/2018 12:15:00 PM,616.4,621.2,584.3,603,1360
9/3/2018 11:15:00 AM,622.5,643.5,610.85,616.4,2880
9/3/2018 10:15:00 AM,614.85,622.5,602.2,622.5,4880
9/3/2018 9:15:00 AM,701,701,583,614.85,4160
8/31/2018 3:15:00 PM,652.1,652.85,640.25,648.75,2880
8/31/2018 2:15:00 PM,634,665.45,610.8,652.1,4360
8/31/2018 1:15:00 PM,600.75,659,600.75,634,4160
8/31/2018 12:15:00 PM,595.4,613.5,577.65,600.75,8360
8/31/2018 11:15:00 AM,585,622.3,575,595.4,4240
8/31/2018 10:15:00 AM,696.35,696.35,580,585,4240
8/31/2018 9:15:00 AM,590.9,743.8,590.9,696.35,5400
8/30/2018 3:15:00 PM,680,686.7,674,677.65,1440
8/30/2018 2:15:00 PM,604.55,680,600,680,10960
8/30/2018 1:15:00 PM,611.15,630,604.55,604.55,7360
8/30/2018 12:15:00 PM,654.1,689.55,611.15,611.15,320
8/30/2018 11:15:00 AM,628.3,670.5,628.3,654.1,1160
8/30/2018 10:15:00 AM,630,655.3,627.75,628.3,280
8/30/2018 9:15:00 AM,725,725,620.15,630,320
8/29/2018 3:15:00 PM,760.05,775.5,760.05,768.85,360
8/29/2018 2:15:00 PM,855,855,759.35,760.05,240
8/29/2018 1:15:00 PM,835,855,835,855,200
8/29/2018 12:15:00 PM,835,835,835,835,0
8/29/2018 11:15:00 AM,822.15,835,822.15,835,80
8/29/2018 10:15:00 AM,822.15,822.15,822.15,822.15,0
8/29/2018 9:15:00 AM,795,835,795,822.15,600
8/28/2018 3:15:00 PM,796.8,796.8,796.8,796.8,0
8/28/2018 2:15:00 PM,750,796.8,750,796.8,160
8/27/2018 3:15:00 PM,800,800,800,800,0
8/27/2018 2:15:00 PM,800,800,800,800,0
8/27/2018 1:15:00 PM,800,800,800,800,0
8/27/2018 12:15:00 PM,800,800,800,800,0
8/27/2018 11:15:00 AM,800,800,800,800,0
8/27/2018 10:15:00 AM,765,800,765,800,240
8/27/2018 9:15:00 AM,780,785,760,765,400
8/24/2018 3:15:00 PM,520,552.3,520,535,200
8/24/2018 2:15:00 PM,517.2,520,513.05,520,200
8/24/2018 1:15:00 PM,515,532.6,515,517.2,440
8/24/2018 12:15:00 PM,580,580,515,515,120
8/24/2018 11:15:00 AM,580,580,580,580,40
