Trade ID,Fill time,Type,Instrument,Product,Qty.,Avg. Price
51449442,2018-09-11 13:04:59,SELL,BANKNIFTY12SEP1827300CE,NRML,40,109.65
51449441,2018-09-11 13:04:59,SELL,BANKNIFTY12SEP1827200PE,NRML,80,56.1
86534,2018-09-11 13:04:59,SELL,USDINR18SEP73CE,NRML,10,0.25
86533,2018-09-11 13:04:59,SELL,USDINR18SEP72.25PE,NRML,10,0.3625
50768687,2018-09-11 10:33:10,BUY,BANKNIFTY12SEP1827200PE,NRML,40,65.55
50766914,2018-09-11 10:32:27,BUY,BANKNIFTY12SEP1827300CE,NRML,40,107.85
50698008,2018-09-11 10:19:14,BUY,BANKNIFTY12SEP1827200PE,NRML,40,62.65
