Date,BANKNIFTY19SEP1828000PE O,BANKNIFTY19SEP1828000PE H,BANKNIFTY19SEP1828000PE L,BANKNIFTY19SEP1828000PE C,BANKNIFTY19SEP1828000PE V
9/12/2018 3:29:00 PM,1014.95,1025,1013.9,1025,800
9/12/2018 3:28:00 PM,1011.35,1014.95,1007.2,1014.95,1320
9/12/2018 3:27:00 PM,1009.55,1009.55,1005.1,1007.75,960
9/12/2018 3:26:00 PM,1016.5,1016.5,1007.6,1009.55,2120
9/12/2018 3:25:00 PM,1022.75,1026.1,1016.5,1016.5,600
9/12/2018 3:24:00 PM,1020,1022.75,1020,1022.75,40
9/12/2018 3:23:00 PM,1009.85,1026.1,1009.85,1020,120
9/12/2018 3:22:00 PM,1010.5,1010.5,1010.1,1010.1,1120
9/12/2018 3:21:00 PM,1015.95,1015.95,1010.1,1010.1,2000
9/12/2018 3:20:00 PM,1026.65,1026.65,1015.95,1015.95,120
9/12/2018 3:19:00 PM,1026.65,1026.65,1026.65,1026.65,0
9/12/2018 3:18:00 PM,1055,1055,1026.65,1026.65,40
9/12/2018 3:17:00 PM,1050,1055,1050,1055,40
9/12/2018 3:16:00 PM,1050,1050,1050,1050,0
9/12/2018 3:15:00 PM,1058.2,1058.2,1050,1050,4000
9/12/2018 3:14:00 PM,1066,1068,1058.2,1058.2,1520
9/12/2018 3:13:00 PM,1060,1066,1060,1066,2920
9/12/2018 3:12:00 PM,1075,1075,1060,1060,1280
9/12/2018 3:11:00 PM,1080,1080,1075,1075,1800
9/12/2018 3:10:00 PM,1070,1089.95,1070,1080,2040
9/12/2018 3:09:00 PM,1090,1090,1070,1070,3000
9/12/2018 3:08:00 PM,1100,1100,1090,1090,160
9/12/2018 3:07:00 PM,1100,1100,1100,1100,0
9/12/2018 3:06:00 PM,1109.7,1109.7,1100,1100,40
9/12/2018 3:05:00 PM,1110,1110,1109.7,1109.7,200
9/12/2018 3:04:00 PM,1110,1110,1110,1110,0
9/12/2018 3:03:00 PM,1110,1110,1110,1110,120
9/12/2018 3:02:00 PM,1100,1125,1100,1120,280
9/12/2018 3:01:00 PM,1080,1100,1080,1100,440
9/12/2018 3:00:00 PM,1067.25,1080,1067.25,1080,40
9/12/2018 2:59:00 PM,1060,1067.25,1060,1067.25,40
9/12/2018 2:58:00 PM,1070,1070,1060,1060,40
9/12/2018 2:57:00 PM,1074,1074,1070,1070,40
9/12/2018 2:56:00 PM,1100,1100,1074,1074,1000
9/12/2018 2:55:00 PM,1087,1100,1087,1100,320
9/12/2018 2:54:00 PM,1079.9,1100,1079.9,1087,680
9/12/2018 2:53:00 PM,1079.9,1079.9,1079.9,1079.9,0
9/12/2018 2:52:00 PM,1079.9,1079.9,1079.9,1079.9,0
9/12/2018 2:51:00 PM,1080.7,1080.7,1079.9,1079.9,1280
9/12/2018 2:50:00 PM,1080.7,1080.7,1080.7,1080.7,0
9/12/2018 2:49:00 PM,1084,1084,1080.7,1080.7,40
9/12/2018 2:48:00 PM,1070.7,1084,1070.7,1084,480
9/12/2018 2:47:00 PM,1070.7,1070.7,1070.7,1070.7,0
9/12/2018 2:46:00 PM,1070.7,1070.7,1070.7,1070.7,0
9/12/2018 2:45:00 PM,1070.7,1070.7,1070.7,1070.7,0
9/12/2018 2:44:00 PM,1070.7,1070.7,1070.7,1070.7,0
9/12/2018 2:43:00 PM,1070.7,1070.7,1070.7,1070.7,0
9/12/2018 2:42:00 PM,1051.8,1070.7,1051.8,1070.7,40
9/12/2018 2:41:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:40:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:39:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:38:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:37:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:36:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:35:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:34:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:33:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:32:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:31:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:30:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:29:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:28:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:27:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:26:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:25:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:24:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:23:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:22:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:21:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:20:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:19:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:18:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:17:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:16:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:15:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:14:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:13:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:12:00 PM,1051.8,1051.8,1051.8,1051.8,0
9/12/2018 2:11:00 PM,1051.8,1051.8,1051.8,1051.8,0
