Date,Nifty Bank O,Nifty Bank H,Nifty Bank L,Nifty Bank C,Nifty Bank V
9/10/2018 12:30:00 PM,27167.15,27173,27156.05,27157.3,0
9/10/2018 12:29:00 PM,27166.2,27169.85,27160.55,27166.55,0
9/10/2018 12:28:00 PM,27173.55,27173.55,27157.75,27166.15,0
9/10/2018 12:27:00 PM,27169.3,27181.15,27168.25,27171.7,0
9/10/2018 12:26:00 PM,27175.55,27179.7,27169.05,27172.55,0
9/10/2018 12:25:00 PM,27167.9,27180.9,27167.9,27176.8,0
9/10/2018 12:24:00 PM,27170.9,27177.9,27167.75,27172.95,0
9/10/2018 12:23:00 PM,27181.3,27193.8,27167.7,27167.7,0
9/10/2018 12:22:00 PM,27156.65,27183.1,27156.65,27179.85,0
9/10/2018 12:21:00 PM,27154.9,27169.85,27151.7,27158.5,0
9/10/2018 12:20:00 PM,27161.2,27161.9,27143.7,27152.8,0
9/10/2018 12:19:00 PM,27161.5,27164,27154.6,27160.35,0
9/10/2018 12:18:00 PM,27155.6,27162.55,27146.65,27160.95,0
9/10/2018 12:17:00 PM,27159.95,27166.8,27144.95,27154.05,0
9/10/2018 12:16:00 PM,27168.15,27168.35,27156.15,27159.6,0
9/10/2018 12:15:00 PM,27176.3,27184.95,27164.3,27166.35,0
9/10/2018 12:14:00 PM,27182.6,27192.15,27175.2,27177.75,0
9/10/2018 12:13:00 PM,27193.8,27199.75,27179.85,27182.95,0
9/10/2018 12:12:00 PM,27184.05,27193.55,27184.05,27192.75,0
9/10/2018 12:11:00 PM,27173.75,27188.65,27173.75,27184.35,0
9/10/2018 12:10:00 PM,27165.45,27180.4,27165.45,27175.35,0
9/10/2018 12:09:00 PM,27176.65,27182.45,27164.45,27167.7,0
9/10/2018 12:08:00 PM,27174.15,27177.1,27161.4,27177.1,0
9/10/2018 12:07:00 PM,27183.2,27187.6,27174.15,27176.8,0
9/10/2018 12:06:00 PM,27175.25,27185.6,27175.25,27183.35,0
9/10/2018 12:05:00 PM,27186.3,27188.6,27174.9,27176.5,0
9/10/2018 12:04:00 PM,27199.7,27201.35,27186.4,27186.4,0
9/10/2018 12:03:00 PM,27209.1,27214.1,27200.05,27202.85,0
9/10/2018 12:02:00 PM,27201.2,27211.2,27199,27207.8,0
9/10/2018 12:01:00 PM,27207.7,27210.3,27197.8,27202.6,0
9/10/2018 12:00:00 PM,27203.45,27209.1,27195.5,27205.8,0
9/10/2018 11:59:00 AM,27213.9,27214.15,27203.3,27204.6,0
9/10/2018 11:58:00 AM,27201.3,27215.65,27197.75,27214.25,0
9/10/2018 11:57:00 AM,27195.1,27203.95,27187.45,27200.15,0
9/10/2018 11:56:00 AM,27204.6,27204.6,27187.9,27195.85,0
9/10/2018 11:55:00 AM,27199.3,27207.4,27195.3,27201.6,0
9/10/2018 11:54:00 AM,27216.25,27218.15,27198.5,27198.5,0
9/10/2018 11:53:00 AM,27217.3,27219.7,27212.05,27216.45,0
9/10/2018 11:52:00 AM,27216.05,27223.4,27209.85,27218.55,0
9/10/2018 11:51:00 AM,27215.9,27218.55,27209.5,27215.9,0
9/10/2018 11:50:00 AM,27225.25,27230.3,27215,27215,0
9/10/2018 11:49:00 AM,27233.6,27233.6,27219.3,27225.35,0
9/10/2018 11:48:00 AM,27246.5,27248.2,27230.6,27234.1,0
9/10/2018 11:47:00 AM,27245.2,27248.4,27242.5,27247.1,0
9/10/2018 11:46:00 AM,27243.65,27250.9,27242.95,27244.6,0
9/10/2018 11:45:00 AM,27247.4,27251.95,27243.75,27244.6,0
9/10/2018 11:44:00 AM,27242.7,27249.4,27239.95,27245.45,0
9/10/2018 11:43:00 AM,27241.35,27243.1,27231.95,27243.1,0
9/10/2018 11:42:00 AM,27255.3,27258.35,27233.55,27240.6,0
9/10/2018 11:41:00 AM,27232.25,27255.6,27232.25,27255.6,0
9/10/2018 11:40:00 AM,27233.05,27236.85,27230.45,27231.35,0
9/10/2018 11:39:00 AM,27239.55,27239.7,27229.35,27233.1,0
9/10/2018 11:38:00 AM,27238.3,27240.65,27235.3,27239.9,0
9/10/2018 11:37:00 AM,27242.6,27247.8,27238.8,27238.8,0
9/10/2018 11:36:00 AM,27238.9,27244.35,27235.1,27242.6,0
9/10/2018 11:35:00 AM,27241.3,27243.05,27234.55,27237.5,0
9/10/2018 11:34:00 AM,27247.25,27249.65,27240.3,27241.9,0
9/10/2018 11:33:00 AM,27255.8,27255.8,27238.95,27244.65,0
9/10/2018 11:32:00 AM,27246.75,27257.4,27242.65,27254.1,0
9/10/2018 11:31:00 AM,27223.1,27244.65,27223.1,27244.65,0
9/10/2018 11:30:00 AM,27233.7,27233.7,27211.75,27225.95,0
9/10/2018 11:29:00 AM,27234.35,27236.85,27229.35,27231.75,0
9/10/2018 11:28:00 AM,27237.75,27240.2,27230.4,27231.5,0
9/10/2018 11:27:00 AM,27240.15,27245.9,27234.35,27237,0
9/10/2018 11:26:00 AM,27243.95,27246.45,27234.1,27246,0
9/10/2018 11:25:00 AM,27238.25,27245.4,27230.85,27241.9,0
9/10/2018 11:24:00 AM,27240.9,27242.6,27236.55,27239.4,0
9/10/2018 11:23:00 AM,27229.5,27239.85,27228.25,27239.8,0
9/10/2018 11:22:00 AM,27241.35,27241.85,27228.35,27231.25,0
9/10/2018 11:21:00 AM,27239,27244.05,27237.15,27239.35,0
9/10/2018 11:20:00 AM,27242.2,27243.85,27237.7,27239.4,0
9/10/2018 11:19:00 AM,27233.25,27241.9,27226.45,27241.9,0
9/10/2018 11:18:00 AM,27236.85,27238,27226.55,27233.6,0
9/10/2018 11:17:00 AM,27244.35,27245.65,27234.6,27237,0
9/10/2018 11:16:00 AM,27240,27244.45,27234.05,27242.45,0
9/10/2018 11:15:00 AM,27238.65,27243.85,27233.8,27240.55,0
9/10/2018 11:14:00 AM,27248.85,27251.55,27237.9,27243.45,0
9/10/2018 11:13:00 AM,27237.3,27249.3,27236.5,27248,0
9/10/2018 11:12:00 AM,27242.35,27245.75,27234.55,27237.55,0
9/10/2018 11:11:00 AM,27225.7,27244.7,27225.7,27244.7,0
9/10/2018 11:10:00 AM,27237.35,27237.8,27225.85,27228,0
9/10/2018 11:09:00 AM,27244.05,27245.5,27226.95,27238.2,0
9/10/2018 11:08:00 AM,27239.25,27245.2,27237.5,27244.2,0
9/10/2018 11:07:00 AM,27245.05,27246.5,27236.7,27240.65,0
9/10/2018 11:06:00 AM,27244.9,27247.1,27243.25,27245.4,0
9/10/2018 11:05:00 AM,27250.85,27253.95,27242.5,27243.7,0
9/10/2018 11:04:00 AM,27247.05,27254.6,27243.25,27250.95,0
9/10/2018 11:03:00 AM,27252.55,27253.5,27245,27245.75,0
9/10/2018 11:02:00 AM,27250.25,27261.65,27250.05,27254.45,0
9/10/2018 11:01:00 AM,27248.85,27262.05,27248.85,27253.2,0
9/10/2018 11:00:00 AM,27237.6,27249.95,27237.6,27247.35,0
9/10/2018 10:59:00 AM,27255.1,27256.3,27233.1,27238.5,0
9/10/2018 10:58:00 AM,27252.75,27255.7,27246.9,27253.6,0
9/10/2018 10:57:00 AM,27257.2,27258.5,27249.7,27251.65,0
9/10/2018 10:56:00 AM,27248.25,27258.95,27246.55,27254.95,0
9/10/2018 10:55:00 AM,27251.75,27253.2,27241.95,27248.6,0
9/10/2018 10:54:00 AM,27257.5,27258.35,27245.95,27253.4,0
9/10/2018 10:53:00 AM,27260.2,27264.2,27255.7,27256.2,0
9/10/2018 10:52:00 AM,27254.45,27261.95,27251.8,27261.3,0
9/10/2018 10:51:00 AM,27251.2,27255.05,27246.6,27251.2,0
9/10/2018 10:50:00 AM,27249.15,27252.65,27246.65,27251.3,0
9/10/2018 10:49:00 AM,27247.65,27250.7,27244.5,27249.2,0
9/10/2018 10:48:00 AM,27259.1,27261,27243.65,27250.4,0
9/10/2018 10:47:00 AM,27252.4,27265.95,27250.8,27259.95,0
9/10/2018 10:46:00 AM,27261.55,27261.55,27246.6,27253.6,0
9/10/2018 10:45:00 AM,27245.5,27262.2,27245.5,27262.2,0
9/10/2018 10:44:00 AM,27242.95,27253.55,27241.45,27241.9,0
9/10/2018 10:43:00 AM,27247.8,27249.55,27239.9,27242.1,0
9/10/2018 10:42:00 AM,27259.7,27261.35,27243.5,27243.5,0
9/10/2018 10:41:00 AM,27276.4,27277.05,27261.35,27263.1,0
9/10/2018 10:40:00 AM,27271.65,27280,27270.7,27276.05,0
9/10/2018 10:39:00 AM,27275.85,27277.25,27261.15,27268.9,0
9/10/2018 10:38:00 AM,27273.55,27277.25,27265.35,27276.8,0
9/10/2018 10:37:00 AM,27266.3,27275.75,27266.3,27271.25,0
9/10/2018 10:36:00 AM,27269.2,27269.2,27258.1,27267.25,0
9/10/2018 10:35:00 AM,27268.85,27275.55,27262.25,27262.25,0
9/10/2018 10:34:00 AM,27281.35,27282.3,27269.75,27272.65,0
9/10/2018 10:33:00 AM,27296.05,27298.25,27281,27281,0
9/10/2018 10:32:00 AM,27286.5,27296.2,27285.25,27296.2,0
9/10/2018 10:31:00 AM,27300.8,27304.7,27284.95,27286.35,0
9/10/2018 10:30:00 AM,27292.3,27304.25,27289.95,27302.55,0
9/10/2018 10:29:00 AM,27290.8,27298.2,27286.05,27292.95,0
9/10/2018 10:28:00 AM,27295.35,27298.65,27286.35,27289.6,0
9/10/2018 10:27:00 AM,27288.45,27296.7,27286.1,27294.5,0
9/10/2018 10:26:00 AM,27283.55,27287.9,27279.8,27287.9,0
9/10/2018 10:25:00 AM,27291.65,27294.3,27277.6,27281.95,0
9/10/2018 10:24:00 AM,27279.6,27292.25,27278.05,27292.2,0
9/10/2018 10:23:00 AM,27286.6,27293,27278.7,27278.9,0
9/10/2018 10:22:00 AM,27302.65,27303.7,27286.05,27287.1,0
9/10/2018 10:21:00 AM,27299.7,27303.5,27293.55,27303.5,0
9/10/2018 10:20:00 AM,27300.75,27306.95,27299.6,27302.45,0
